Nama,Masuk,Keluar,Duration,Coba
DeleteAllJSON,13:49:40,13:49:40,0.096,1
DeleteAllJSON,19:05:58,19:05:58,0.666,2
DeleteAllJSON,20:01:53,20:01:53,0.505,3
DeleteAllJSON,20:02:01,20:02:01,0.592,4
DeleteAllJSON,20:02:13,20:02:13,0.506,5
DeleteAllJSON,20:15:25,20:15:25,0.508,6
DeleteAllJSON,20:15:39,20:15:39,0.598,7
DeleteAllJSON,20:16:28,20:16:28,0.571,8
DeleteAllJSON,20:16:38,20:16:38,1.505,9
DeleteAllJSON,20:16:57,20:16:57,0.876,10
DeleteAllJSON,20:17:08,20:17:08,1.025,11
DeleteAllJSON,20:17:42,20:17:42,0.522,12
DeleteAllJSON,20:17:51,20:17:51,0.588,13
DeleteAllJSON,20:17:57,20:17:57,0.513,14
DeleteAllJSON,20:18:05,20:18:05,0.632,15
DeleteAllJSON,20:18:14,20:18:14,0.593,16
DeleteAllJSON,20:18:21,20:18:21,0.782,17
DeleteAllJSON,20:18:44,20:18:44,0.509,18
DeleteAllJSON,20:18:51,20:18:51,0.505,19
DeleteAllJSON,20:19:00,20:19:00,1.076,20
DeleteAllJSON,20:19:08,20:19:08,0.569,21
DeleteAllJSON,20:19:16,20:19:16,0.603,22
DeleteAllJSON,20:19:23,20:19:23,0.658,23
DeleteAllJSON,20:20:50,20:20:50,0.571,24
DeleteAllJSON,20:20:58,20:20:58,0.563,25
DeleteAllJSON,20:21:08,20:21:08,0.727,26
DeleteAllJSON,20:21:16,20:21:16,0.507,27
DeleteAllJSON,20:21:24,20:21:24,0.563,28
DeleteAllJSON,20:21:48,20:21:48,0.508,29
DeleteAllJSON,20:21:57,20:21:57,0.564,30
DeleteAllPostgreSQL,19:02:09,19:02:09,2.547,1
DeleteAllPostgreSQL,19:06:00,19:06:00,3.142,2
DeleteAllPostgreSQL,20:01:54,20:01:54,1.515,3
DeleteAllPostgreSQL,20:02:03,20:02:03,1.527,4
DeleteAllPostgreSQL,20:02:14,20:02:14,1.515,5
DeleteAllPostgreSQL,20:15:27,20:15:27,1.516,6
DeleteAllPostgreSQL,20:15:42,20:15:42,1.513,7
DeleteAllPostgreSQL,20:16:29,20:16:29,0.706,8
DeleteAllPostgreSQL,20:16:40,20:16:40,1.516,9
