Nama,Masuk,Keluar,Duration,Coba
DeleteAllJSON,23:19:28,23:19:28,1.443,1
DeleteAllJSON,23:33:58,23:33:58,0.563,2
DeleteAllJSON,23:34:15,23:34:15,0.594,3
DeleteAllJSON,23:34:23,23:34:23,0.504,4
DeleteAllJSON,23:34:31,23:34:31,0.893,5
DeleteAllJSON,23:34:39,23:34:39,0.596,6
DeleteAllJSON,23:35:20,23:35:20,0.504,7
DeleteAllJSON,23:35:29,23:35:29,0.625,8
DeleteAllJSON,23:35:37,23:35:37,0.505,9
DeleteAllJSON,23:35:45,23:35:45,0.558,10
DeleteAllJSON,23:35:52,23:35:52,0.587,11
DeleteAllJSON,23:35:59,23:35:59,0.505,12
DeleteAllJSON,23:36:07,23:36:07,0.506,13
DeleteAllJSON,23:36:32,23:36:32,0.595,14
DeleteAllJSON,23:36:40,23:36:40,0.592,15
DeleteAllJSON,23:36:48,23:36:48,0.559,16
DeleteAllJSON,23:37:13,23:37:13,0.507,17
DeleteAllJSON,23:37:21,23:37:21,0.505,18
DeleteAllJSON,23:37:28,23:37:28,0.512,19
DeleteAllJSON,23:38:02,23:38:02,0.505,20
DeleteAllJSON,23:38:09,23:38:09,0.575,21
DeleteAllJSON,23:38:17,23:38:17,0.517,22
DeleteAllJSON,23:38:25,23:38:25,0.580,23
DeleteAllJSON,23:44:18,23:44:18,0.504,24
DeleteAllJSON,23:44:25,23:44:25,0.505,25
DeleteAllJSON,23:44:34,23:44:34,0.506,26
DeleteAllJSON,23:56:39,23:56:39,0.583,27
DeleteAllJSON,23:56:46,23:56:46,0.505,28
DeleteAllJSON,23:56:54,23:56:54,0.504,29
DeleteAllJSON,23:57:01,23:57:01,0.558,30
DeleteAllPostgreSQL,23:30:58,23:30:58,4.088,1
DeleteAllPostgreSQL,23:34:00,23:34:00,3.222,2
DeleteAllPostgreSQL,23:34:17,23:34:17,2.085,3
DeleteAllPostgreSQL,23:34:24,23:34:24,1.544,4
DeleteAllPostgreSQL,23:34:33,23:34:33,1.514,5
DeleteAllPostgreSQL,23:34:41,23:34:41,1.511,6
DeleteAllPostgreSQL,23:35:22,23:35:22,2.117,7
DeleteAllPostgreSQL,23:35:30,23:35:30,2.522,8
DeleteAllPostgreSQL,23:35:38,23:35:38,2.060,9
DeleteAllPostgreSQL,23:35:46,23:35:46,1.509,10
DeleteAllPostgreSQL,23:35:54,23:35:54,3.453,11
DeleteAllPostgreSQL,23:36:01,23:36:01,1.520,12
DeleteAllPostgreSQL,23:36:09,23:36:09,2.067,13
DeleteAllPostgreSQL,23:36:33,23:36:33,2.548,14
DeleteAllPostgreSQL,23:36:41,23:36:41,2.032,15
DeleteAllPostgreSQL,23:36:49,23:36:49,1.543,16
DeleteAllPostgreSQL,23:37:15,23:37:15,2.512,17
DeleteAllPostgreSQL,23:37:22,23:37:22,1.565,18
DeleteAllPostgreSQL,23:37:30,23:37:30,2.562,19
DeleteAllPostgreSQL,23:38:04,23:38:04,2.028,20
DeleteAllPostgreSQL,23:38:11,23:38:11,1.539,21
DeleteAllPostgreSQL,23:38:18,23:38:18,2.653,22
DeleteAllPostgreSQL,23:38:26,23:38:26,1.522,23
DeleteAllPostgreSQL,23:44:19,23:44:19,2.451,24
DeleteAllPostgreSQL,23:44:27,23:44:27,1.517,25
DeleteAllPostgreSQL,23:44:36,23:44:36,2.536,26
DeleteAllPostgreSQL,23:56:40,23:56:40,2.507,27
DeleteAllPostgreSQL,23:56:48,23:56:48,1.518,28
DeleteAllPostgreSQL,23:56:55,23:56:55,3.512,29
DeleteAllPostgreSQL,23:57:02,23:57:02,2.089,30
DeleteByIDJSON,23:16:52,23:16:52,13.201,1
DeleteByIDJSON,23:16:54,23:16:54,15.524,2
DeleteByIDJSON,23:16:58,23:16:58,13.800,3
DeleteByIDJSON,23:17:00,23:17:00,13.084,4
DeleteByIDJSON,23:17:07,23:17:07,11.662,5
DeleteByIDJSON,23:17:10,23:17:10,12.979,6
DeleteByIDJSON,23:17:16,23:17:16,11.522,7
DeleteByIDJSON,23:17:18,23:17:18,10.561,8
DeleteByIDJSON,23:17:31,23:17:31,12.353,9
DeleteByIDJSON,23:17:33,23:17:33,14.189,10
DeleteByIDJSON,23:17:36,23:17:36,13.571,11
DeleteByIDJSON,23:17:39,23:17:39,14.221,12
DeleteByIDJSON,23:17:42,23:17:42,12.774,13
DeleteByIDJSON,23:17:45,23:17:45,12.787,14
DeleteByIDJSON,23:17:51,23:17:51,12.928,15
DeleteByIDJSON,23:17:54,23:17:54,10.795,16
DeleteByIDJSON,23:17:58,23:17:58,10.889,17
DeleteByIDJSON,23:18:06,23:18:06,12.969,18
